cu_id,tenure,cu_size,cu_type,rooms,baths,annual_expenses,inc_rank,race,educ,welfare,ssi,food_stamps,weight,hispanic,rooms_person,married_couple,single_dad,single_mom,college,received_food_stamps,received_welfare,received_ssi,ownes_with_mortgage,ownes_w_out_mortgage,rents,black,white,annual_exp_equiv
0509060,2,2,1,8,3,50196,0.3929025,1,16,0,0,0,26119.639,0,4,1,0,0,1,0,0,0,0,1,0,0,1,35493.93198843994
0509062,4,1,8,4,1,12744,0.1721292,1,12,0,0,0,31322.547,0,4,0,0,0,0,0,0,0,0,0,1,0,1,12744
0509063,1,1,8,5,2,79024.0004,0.8078622,1,15,0,0,0,14867.2,0,5,0,0,0,1,0,0,0,1,0,0,0,1,79024.0004
0509066,1,2,1,6,2,40665.4,0.0230266,1,11,0,0,0,24110.107,0,3,1,0,0,0,0,0,0,1,0,0,0,1,28754.78009966343
0509067,4,3,5,3,2,237778.9996,0.366922,1,12,0,0,0,40674.356,1,1,0,0,0,0,0,0,0,0,0,1,0,1,137281.76942669993
0509069,1,3,7,5,2,63044.4,0.4946149,1,15,0,0,0,7821.42,0,1.6666666666666667,0,0,1,1,0,0,0,1,0,0,0,1,36398.70131089845
0509070,1,2,1,5,2,23409.9996,0.8408796,1,15,0,0,0,36241.411,0,2.5,1,0,0,1,0,0,0,1,0,0,0,1,16553.369464734362
0509072,4,1,8,5,1,36357.0004,0.1960407,1,12,0,0,0,30428.019,0,5,0,0,0,0,0,0,0,0,0,1,0,1,36357.0004
0509076,4,2,1,6,2,94832,0.1557492,1,16,0,0,0,25582.207,0,3,1,0,0,1,0,0,0,0,0,1,0,1,67056.35027348268
0509078,2,1,8,9,1,58556,0.244015,1,15,0,0,0,18255.113,0,9,0,0,0,1,0,0,0,0,1,0,0,1,58556
0509082,2,2,1,6,1,56772,0.3552695,1,12,0,0,0,28399.537,0,3,1,0,0,0,0,0,0,0,1,0,0,1,40143.86618152267
0509083,4,3,7,3,1,37065.8,0.2538769,6,13,0,0,0,19121.724,1,1,0,0,1,0,0,0,0,0,0,1,0,0,21399.949607728835
0509084,2,2,1,7,1,70220,0.4408812,1,15,0,0,0,23515.052,0,3.5,1,0,0,1,0,0,0,0,1,0,0,1,49653.03817491936
0509085,4,1,8,2,1,13380,0.1828378,1,12,0,0,0,56566.261,0,2,0,0,0,0,0,0,0,0,0,1,0,1,13380
0509090,4,2,1,5,1,93520.5996,0.6828931,1,15,0,0,0,29122.912,0,2.5,1,0,0,1,0,0,0,0,0,1,0,1,66129.05015779192
0509091,2,5,4,8,2,61260.0004,0.8072482,1,14,0,0,0,26588.061,0,1.6,0,0,0,0,0,0,0,0,1,0,0,1,27396.30503921286
0509103,4,1,8,3,1,34221,0.4579641,2,16,0,0,0,45336.018,0,3,0,0,0,1,0,0,0,0,0,1,1,0,34221
0509106,1,5,3,5,2,67826,0.6999917,1,15,0,0,0,73756.444,0,1,0,0,0,1,0,0,0,1,0,0,0,1,30332.709328380144
0509109,4,1,8,3,1,30341.0004,0.414291,1,12,0,0,0,26788.678,0,3,0,0,0,0,0,0,0,0,0,1,0,1,30341.0004
0509111,1,4,9,8,2,80609.8004,0.7176162,1,12,0,0,0,30429.029,0,2,0,0,0,0,0,0,0,1,0,0,0,1,40304.9002
0509112,4,3,4,4,2,61593.0004,0.5297623,1,12,0,12000,5400,28421.198,1,1.3333333333333333,0,0,0,0,1,0,1,0,0,1,0,1,35560.73536113673
0509117,1,2,1,8,1,78608.6004,0.8132731,1,14,0,0,0,5059.731,0,4,1,0,0,0,0,0,0,1,0,0,0,1,55584.674402423545
0509121,2,1,8,6,2,21955,0.5387319,1,15,0,0,0,19918.595,0,6,0,0,0,1,0,0,0,0,1,0,0,1,21955
0509129,2,7,4,6,2,69874.9996,0.6812442,1,13,0,0,0,46221.005,1,0.8571428571428571,0,0,0,0,0,0,0,0,1,0,0,1,26410.26740033396
0509130,1,2,1,5,3,258182.0004,0.7880823,6,15,0,0,0,5954.462,0,2.5,1,0,0,1,0,0,0,1,0,0,0,0,182562.24326314792
0509132,2,5,5,10,2,75904.9996,0.867853,2,15,0,0,0,41844.633,0,2,0,0,0,1,0,0,0,0,1,0,1,0,33945.747787538865
0509136,1,2,1,4,1,32523.3996,0.4307788,1,15,0,0,0,16186.321,0,2,1,0,0,1,0,0,0,1,0,0,0,1,22997.516404399845
0509140,2,1,8,7,2,110116,0.9274864,2,14,0,0,0,27207.777,0,7,0,0,0,0,0,0,0,0,1,0,1,0,110116
0509145,4,1,8,3,1,25587.2,0.0464195,1,13,0,0,0,28863.38,1,3,0,0,0,0,0,0,0,0,0,1,0,1,25587.2
0509146,1,5,5,7,2,89437.6,0.6501904,1,13,0,0,0,32049.732,1,1.4,0,0,0,0,0,0,0,1,0,0,0,1,39997.71066888704
0509148,1,2,1,8,1,30852,0.4290333,2,14,0,0,0,26679.607,0,4,1,0,0,0,0,0,0,1,0,0,1,0,21815.658413167363
0509150,1,4,3,7,2,48195.0004,0.4748053,1,15,0,0,0,27566.106,0,1.75,0,0,0,1,0,0,0,1,0,0,0,1,24097.5002
0509154,1,3,9,8,2,83199.6004,0.889876,1,12,0,0,0,31576.763,0,2.6666666666666665,0,0,0,0,0,0,0,1,0,0,0,1,48035.311687409296
0509158,4,2,9,3,1,129051.222,0.8093732,1,16,0,0,0,32359.088,0,1.5,0,0,0,1,0,0,0,0,0,1,0,1,91252.99419661055
0509162,1,2,9,7,2,93336.1996,0.9411196,1,16,0,0,0,26225.008,0,3.5,0,0,0,1,0,0,0,1,0,0,0,1,65998.65966734113
0509165,1,1,8,5,2,28504,0.3014845,1,12,0,0,0,31380.178,0,5,0,0,0,0,0,0,0,1,0,0,0,1,28504
0509168,1,4,3,6,3,88935.9996,0.840107,6,15,0,0,0,9492.536,0,1.5,0,0,0,1,0,0,0,1,0,0,0,0,44467.9998
0509173,1,2,9,12,2,467055.432,0.9862479,1,15,0,0,0,12678.143,0,6,0,0,0,1,0,0,0,1,0,0,0,1,330258.0631572124
0509176,2,1,8,7,2,45997,0.367541,1,14,0,0,0,10561.957,0,7,0,0,0,0,0,0,0,0,1,0,0,1,45997
0509178,1,5,4,12,3,136635.9996,0.9445303,1,15,0,0,0,28857.718,0,2.4,0,0,0,1,0,0,0,1,0,0,0,1,61105.47665584682
0509181,4,1,8,4,1,54024,0.3923282,1,15,0,0,540,14537.8,0,4,0,0,0,1,1,0,0,0,0,1,0,1,54024
0509184,1,3,4,10,2,93772.8004,0.8298388,6,13,0,0,0,22421.145,0,3.3333333333333335,0,0,0,0,0,0,0,1,0,0,0,0,54139.75155360505
0509187,1,4,3,7,3,160715.4316,0.8009429,1,13,0,0,0,30932.969,1,1.75,0,0,0,0,0,0,0,1,0,0,0,1,80357.7158
0509189,4,5,4,6,2,72329.9996,0.7509323,1,15,0,0,0,18174.884,1,1.2,0,0,0,1,0,0,0,0,0,1,0,1,32346.959183626517
0509192,4,1,8,4,2,64841.0004,0.6635311,2,13,0,0,0,36646.118,0,4,0,0,0,0,0,0,0,0,0,1,1,0,64841.0004
0509195,4,3,9,4,1,24472.0004,0.3796444,4,11,0,0,0,22003.858,0,1.3333333333333333,0,0,0,0,0,0,0,0,0,1,0,0,14128.91601854863
0509196,4,1,8,3,1,71119,0.4963966,1,15,0,0,0,29280.957,0,3,0,0,0,1,0,0,0,0,0,1,0,1,71119
0509197,4,1,8,2,1,20572,0.1649026,1,12,0,0,0,28376.885,0,2,0,0,0,0,0,0,0,0,0,1,0,1,20572
0509214,1,2,1,4,2,64925.0004,0.805786,1,16,0,0,0,32757.197,0,2,1,0,0,1,0,0,0,1,0,0,0,1,45908.90805137931
0509216,1,3,9,5,2,101466,0.7840293,2,14,0,0,0,49431.413,0,1.6666666666666667,0,0,0,0,0,0,0,1,0,0,1,0,58581.42241359457
0509223,2,2,9,4,1,37838.9996,0.3696524,1,13,0,0,0,33337.358,0,2,0,0,0,0,0,0,0,0,1,0,0,1,26756.21321047506
0509224,1,4,4,8,3,224038.4324,0.9813265,4,16,0,0,0,27245.088,0,2,0,0,0,1,0,0,0,1,0,0,0,0,112019.2162
0509226,4,1,8,3,1,33673.9996,0.3867267,1,14,0,0,0,10831.178,0,3,0,0,0,0,0,0,0,0,0,1,0,1,33673.9996
0509227,1,2,9,13,3,190383.4316,0.9595541,1,15,0,0,0,16971.465,0,6.5,0,0,0,1,0,0,0,1,0,0,0,1,134621.41550992522
0509228,4,6,7,5,1,40231.9996,0.1730322,1,12,1500,0,9600,30694.124,1,0.8333333333333334,0,0,1,0,1,1,0,0,0,1,0,1,16424.645058642822
0509232,1,1,8,6,2,50405.9996,0.4678226,2,12,0,0,0,25227.379,0,6,0,0,0,0,0,0,0,1,0,0,1,0,50405.9996
0509239,4,3,3,6,2,64671,0.7856256,1,14,0,0,0,16651.795,0,2,0,0,0,0,0,0,0,0,0,1,0,1,37337.81925876229
0509240,2,4,5,12,4,190691.432,0.9792283,1,15,0,0,0,32749.629,0,3,0,0,0,1,0,0,0,0,1,0,0,1,95345.716
0509242,1,1,8,10,3,161092,0.3031185,1,15,0,0,0,21935.164,0,10,0,0,0,1,0,0,0,1,0,0,0,1,161092
0509245,2,1,8,5,1,37409,0.2049452,1,14,0,0,0,14813.107,0,5,0,0,0,0,0,0,0,0,1,0,0,1,37409
0509250,4,1,8,6,1,35378,0.4808194,5,12,0,0,0,24407.084,1,6,0,0,0,0,0,0,0,0,0,1,0,0,35378
0509261,2,1,8,3,1,16960,0.0010885,1,11,0,0,690,31008.767,0,3,0,0,0,0,1,0,0,0,1,0,0,1,16960
0509270,4,4,7,4,1,52937.4,0.0030774,2,12,0,0,0,51902.07,0,1,0,0,1,0,0,0,0,0,0,1,1,0,26468.7
0509273,1,4,9,6,2,34361.0004,0.0599303,1,12,0,0,0,17398.088,0,1.5,0,0,0,0,0,0,0,1,0,0,0,1,17180.5002
0509275,2,1,8,4,2,32042.0004,0.5290749,1,14,0,0,0,28213.493,0,4,0,0,0,0,0,0,0,0,1,0,0,1,32042.0004
0509276,1,2,9,12,2,25288.9996,0.3507819,1,15,0,0,1920,23676.92,0,6,0,0,0,1,1,0,0,1,0,0,0,1,17882.023106583885
0509278,1,2,1,8,2,55928,0.4354486,2,13,0,0,0,32850.468,0,4,1,0,0,0,0,0,0,1,0,0,1,0,39547.06805820123
0509280,1,4,4,8,2,243148.9996,0.8919711,1,15,0,0,0,24779.966,0,2,0,0,0,1,0,0,0,1,0,0,0,1,121574.4998
0509290,2,1,8,6,1,12620,0.2939014,2,11,0,0,0,23093.34,0,6,0,0,0,0,0,0,0,0,1,0,1,0,12620
0509294,4,1,8,4,1,33948,0.1118716,4,11,0,2460,0,26612.604,0,4,0,0,0,0,0,0,1,0,0,1,0,0,33948
0509296,1,4,3,6,2,160447.2008,0.9218182,1,15,0,0,0,20661.533,0,1.5,0,0,0,1,0,0,0,1,0,0,0,1,80223.6004
0509300,1,4,4,5,2,61174.5996,0.6890334,1,13,0,10000,0,39447.701,0,1.25,0,0,0,0,0,0,1,1,0,0,0,1,30587.2998
0509306,4,1,8,4,2,54942.9996,0.5701817,2,13,0,0,0,61522.484,0,4,0,0,0,0,0,0,0,0,0,1,1,0,54942.9996
0509311,4,2,1,4,2,102538,0.8539549,1,13,0,0,0,40474.756,0,2,1,0,0,0,0,0,0,0,0,1,0,1,72505.31512930621
0509320,1,5,3,8,3,141730.0004,0.8738835,1,15,0,0,0,47267.837,0,1.6,0,0,0,1,0,0,0,1,0,0,0,1,63383.58306909447
0509322,1,1,8,9,2,49106.0008,0.483624,1,15,0,0,0,34244.046,0,9,0,0,0,1,0,0,0,1,0,0,0,1,49106.0008
0509324,4,2,9,2,1,210720.4004,0.8816181,4,14,0,0,0,35413.621,0,1,0,0,0,0,0,0,0,0,0,1,0,0,149001.82405718448
0509328,1,1,8,6,2,61799.2,0.0126936,1,13,0,0,0,25680.263,0,6,0,0,0,0,0,0,0,1,0,0,0,1,61799.2
0509334,4,2,9,6,2,20176,0.3592552,1,15,0,0,0,21414.554,0,3,0,0,0,1,0,0,0,0,0,1,0,1,14266.586417219782
0509335,2,2,1,8,2,39259.0004,0.6404692,1,14,0,0,0,30953.841,0,4,1,0,0,0,0,0,0,0,1,0,0,1,27760.30540544538
0509336,1,2,1,5,1,114986.7996,0.9322671,1,16,0,0,0,32175.304,0,2.5,1,0,0,1,0,0,0,1,0,0,0,1,81307.94574409859
0509337,4,2,9,2,1,35682,0.4693963,1,12,0,0,0,18203.033,1,1,0,0,0,0,0,0,0,0,0,1,0,1,25230.984166298385
0509341,1,2,1,9,2,103884.2324,0.0047466,4,16,0,0,0,12233.166,0,4.5,1,0,0,1,0,0,0,1,0,0,0,0,73457.24518839925
0509349,2,2,7,4,1,58994.9988,0.6883879,2,16,0,0,0,35476.112,0,2,0,0,1,1,0,0,0,0,1,0,1,0,41715.76370757223
0509353,1,4,4,10,3,124869,0.9490381,1,15,0,0,0,47469.475,0,2.5,0,0,0,1,0,0,0,1,0,0,0,1,62434.5
0509366,2,1,8,7,1,28317.5996,0.2419998,1,14,0,0,0,28799.303,0,7,0,0,0,0,0,0,0,0,1,0,0,1,28317.5996
0509367,2,3,9,4,1,91937.7992,0.7214625,1,12,0,0,0,27526.485,0,1.3333333333333333,0,0,0,0,0,0,0,0,1,0,0,1,53080.31311682176
0509369,2,1,8,4,1,35424,0.4196786,1,13,0,0,0,30170.823,0,4,0,0,0,0,0,0,0,0,1,0,0,1,35424
0509370,4,2,7,3,2,53792.8004,0.6983722,1,15,0,0,0,42364.901,0,1.5,0,0,1,1,0,0,0,0,0,1,0,1,38037.253941854426
0509371,2,1,8,NA,NA,18392,0.2481688,1,13,0,0,0,27517.896,0,1,0,0,0,0,0,0,0,0,1,0,0,1,18392
0509378,4,1,8,4,1,8426.1996,0.0293067,6,12,0,0,0,12288.53,1,4,0,0,0,0,0,0,0,0,0,1,0,0,8426.1996
0509379,4,1,8,6,3,93173.0004,0.7224117,6,12,0,0,0,29651.283,0,6,0,0,0,0,0,0,0,0,0,1,0,0,93173.0004
0509380,1,3,9,7,2,76802.6,0.8558008,1,13,0,0,0,13042.374,0,2.3333333333333335,0,0,0,0,0,0,0,1,0,0,0,1,44342.00178446316
0509382,1,4,3,6,2,33536.6004,0.0153211,1,15,0,0,0,47295.015,0,1.5,0,0,0,1,0,0,0,1,0,0,0,1,16768.3002
0509383,1,4,3,5,2,121519.432,0.8595772,6,15,0,0,0,8170.594,0,1.25,0,0,0,1,0,0,0,1,0,0,0,0,60759.716
0509388,1,4,9,8,2,250277.3996,0.9775499,1,16,0,0,0,23928.948,1,2,0,0,0,1,0,0,0,1,0,0,0,1,125138.6998
0509389,4,1,8,5,3,20735.9996,0.33198,1,13,0,0,0,43293.066,1,5,0,0,0,0,0,0,0,0,0,1,0,1,20735.9996
0509390,1,5,2,8,2,113236.0004,0.8215376,1,14,0,0,0,41347.296,0,1.6,0,0,0,0,0,0,0,1,0,0,0,1,50640.678878918676
0509394,2,3,4,6,1,39874.0004,0.7253777,1,12,0,0,0,12002.474,0,2,0,0,0,0,0,0,0,0,1,0,0,1,23021.264864607245
0509396,1,5,4,7,2,96691.9996,0.9000079,2,15,0,0,0,35127.077,0,1.4,0,0,0,1,0,0,0,1,0,0,1,0,43241.97679719649
0509404,2,2,1,6,2,71171.2,0.4063801,1,13,0,0,0,30719.318,0,3,1,0,0,0,0,0,0,0,1,0,0,1,50325.638145184006
0509406,2,2,1,7,2,62691,0.8331438,1,15,0,0,0,31657.021,0,3.5,1,0,0,1,0,0,0,0,1,0,0,1,44329.23121936585
0509410,2,2,1,9,2,237417,0.9966254,1,15,0,0,0,22641.403,0,4.5,1,0,0,1,0,0,0,0,1,0,0,1,167879.17066896654
0509413,2,1,8,7,1,42588,0.1779779,1,12,0,0,0,29292.576,0,7,0,0,0,0,0,0,0,0,1,0,0,1,42588
0509414,2,1,8,5,1,47328,0.2084071,1,13,0,0,0,32684.661,0,5,0,0,0,0,0,0,0,0,1,0,0,1,47328
0509416,1,2,9,6,2,116420.9992,0.9194664,1,15,0,0,0,3260.171,0,3,0,0,0,1,0,0,0,1,0,0,0,1,82322.07800683362
0509418,4,2,1,7,2,16808,0.2409305,1,12,0,0,0,39034.807,0,3.5,1,0,0,0,0,0,0,0,0,1,0,1,11885.05077818349
0509422,2,1,8,5,1,28512,0.1934329,1,12,0,0,0,26159.535,1,5,0,0,0,0,0,0,0,0,1,0,0,1,28512
0509423,1,4,5,4,4,82211.8,0.0436908,1,00,0,0,0,24790.899,0,1,0,0,0,0,0,0,0,1,0,0,0,1,41105.9
0509426,1,1,8,3,2,45798.4004,0.0487251,1,12,0,0,0,25597.073,0,3,0,0,0,0,0,0,0,1,0,0,0,1,45798.4004
0509431,1,2,1,9,3,123167.9996,0.9463157,1,16,0,0,0,29349.041,0,4.5,1,0,0,1,0,0,0,1,0,0,0,1,87092.92774234197
0509436,2,1,8,3,1,29942,0.1236776,2,12,0,0,0,26585.961,0,3,0,0,0,0,0,0,0,0,1,0,1,0,29942
0509437,1,4,3,9,3,75366.5996,0.9065039,4,15,0,0,0,19817.267,0,2.25,0,0,0,1,0,0,0,1,0,0,0,0,37683.2998
0509440,2,1,8,6,2,40444,0.0526108,2,13,0,0,0,17354.972,0,6,0,0,0,0,0,0,0,0,1,0,1,0,40444
0509441,2,1,8,6,1,40408,0.2613853,1,13,0,0,0,24524.96,0,6,0,0,0,0,0,0,0,0,1,0,0,1,40408
0509449,4,3,3,3,2,150778.6324,0.941827,1,15,0,0,0,26681.83,0,1,0,0,0,1,0,0,0,0,0,1,0,1,87052.08400418363
0509450,1,5,4,6,1,77013,0.5410172,1,11,0,0,0,15846.307,1,1.2,0,0,0,0,0,0,0,1,0,0,0,1,34441.260630238256
0509451,4,3,9,4,1,49309,0.6485247,1,12,0,0,0,54525.879,1,1.3333333333333333,0,0,0,0,0,0,0,0,0,1,0,1,28468.56442347126
0509454,4,4,9,7,1,132627.3996,0.7908573,4,12,0,0,0,26668.089,0,1.75,0,0,0,0,0,0,0,0,0,1,0,0,66313.6998
0509455,2,2,1,4,1,36635.0004,0.3942069,1,10,0,0,0,16260.824,1,2,1,0,0,0,0,0,0,0,1,0,0,1,25904.857211611878
0509467,1,5,3,9,2,64697.9996,0.7077121,1,14,0,0,0,39056.819,0,1.8,0,0,0,0,0,0,0,1,0,0,0,1,28933.82502277084
0509468,4,2,1,4,1,28050.2004,0.2726677,4,00,0,400,0,11808.719,0,2,1,0,0,0,0,0,1,0,0,1,0,0,19834.48691648161
0509473,1,2,1,10,4,165173.9992,0.9758934,1,16,0,0,0,22645.765,0,5,1,0,0,1,0,0,0,1,0,0,0,1,116795.65491002136
0509475,4,1,8,4,1,34575.9996,0.1173174,1,14,0,0,0,26248.896,1,4,0,0,0,0,0,0,0,0,0,1,0,1,34575.9996
0509482,2,2,1,5,2,106033.0004,0.9194422,1,15,0,0,0,50471.158,0,2.5,1,0,0,1,0,0,0,0,1,0,0,1,74976.65361239591
0509487,4,2,1,6,2,69187.2,0.626152,1,16,0,0,0,11031.299,0,3,1,0,0,1,0,0,0,0,0,1,0,1,48922.7382913099
0509490,1,2,1,7,2,97167,0.8595164,1,16,0,0,0,20121.947,0,3.5,1,0,0,1,0,0,0,1,0,0,0,1,68707.44460755326
0509491,1,3,3,6,2,52776.0004,0.8256918,1,12,0,0,0,36724.173,1,2,0,0,0,0,0,0,0,1,0,0,0,1,30470.238037691797
0509493,2,2,1,5,2,54896,0.3806295,1,11,0,0,0,27979.464,0,2.5,1,0,0,0,0,0,0,0,1,0,0,1,38817.33386001671
0509501,2,1,8,6,2,21208.8,0.0929361,1,15,0,0,0,36037.364,0,6,0,0,0,1,0,0,0,0,1,0,0,1,21208.8
0509503,4,1,8,5,1,30008.0004,0.1406801,2,14,0,0,7080,64374.97,0,5,0,0,0,0,1,0,0,0,0,1,1,0,30008.0004
0509505,1,1,8,7,2,37839,0.4318885,1,12,0,0,0,13037.198,0,7,0,0,0,0,0,0,0,1,0,0,0,1,37839
0509508,2,1,8,2,1,33584,0.6467808,1,12,0,0,0,38795.717,0,2,0,0,0,0,0,0,0,0,1,0,0,1,33584
0509514,1,1,8,6,2,36247.2,0.0144723,1,14,0,0,0,29141.984,0,6,0,0,0,0,0,0,0,1,0,0,0,1,36247.2
0509515,1,2,1,5,1,80988,0.5875333,6,14,0,0,0,5954.462,0,2.5,1,0,0,0,0,0,0,1,0,0,0,0,57267.163994736104
0509522,1,2,9,9,3,115893.0004,0.824159,1,15,0,0,0,20048.865,0,4.5,0,0,0,1,0,0,0,1,0,0,0,1,81948.72647489526
0509524,1,1,8,5,2,27462.4,0.2505878,1,15,0,0,0,28195.671,0,5,0,0,0,1,0,0,0,1,0,0,0,1,27462.4
0509526,4,1,8,5,1,18198,0.157812,1,13,0,0,0,35013.779,0,5,0,0,0,0,0,0,0,0,0,1,0,1,18198
0509527,4,1,8,6,2,63700.0004,0.6768132,1,15,0,0,0,16053.378,1,6,0,0,0,1,0,0,0,0,0,1,0,1,63700.0004
0509529,1,2,9,6,2,47505.6,0.5894395,1,15,0,0,0,31912.893,0,3,0,0,0,1,0,0,0,1,0,0,0,1,33591.53190433565
0509532,4,2,9,5,2,51191.9996,0.7152557,1,15,0,0,0,15166.625,0,2.5,0,0,0,1,0,0,0,0,0,1,0,1,36198.210059659024
0509534,4,2,1,6,2,63574.3996,0.5833223,1,14,0,0,0,42359.614,0,3,1,0,0,0,0,0,0,0,0,1,0,1,44953.88906702333
0509535,4,3,9,4,1,59588.1996,0.4697032,1,13,0,0,0,41237.466,1,1.3333333333333333,0,0,0,0,0,0,0,0,0,1,0,1,34403.26307958515
0509537,4,2,9,4,1,55092,0.2388615,1,11,26,0,0,48762.048,0,2,0,0,0,0,0,1,0,0,0,1,0,1,38955.92678912928
0509544,1,4,3,3,3,101866.9996,0.7972603,1,13,0,0,0,21901.064,0,0.75,0,0,0,0,0,0,0,1,0,0,0,1,50933.4998
0509554,4,4,5,5,1,30148.9996,0.3611638,1,13,0,0,2007,27441.387,0,1.25,0,0,0,0,1,0,0,0,0,1,0,1,15074.4998
0509556,1,5,3,8,2,175595.4,0.9460972,1,15,0,0,0,44979.21,0,1.6,0,0,0,1,0,0,0,1,0,0,0,1,78528.65018725331
0509559,2,6,9,6,1,41461.7996,0.5193753,1,14,0,0,3600,24256.499,1,1,0,0,0,0,1,0,0,0,1,0,0,1,16926.70880625528
0509563,2,1,8,5,2,35312,0.5517204,1,16,0,0,0,12767.984,0,5,0,0,0,1,0,0,0,0,1,0,0,1,35312
0509567,2,2,1,8,4,495193,0.0666672,2,13,0,0,0,31696.151,0,4,1,0,0,0,0,0,0,0,1,0,1,0,350154.32829611
0509574,1,4,3,8,2,93708,0.7995583,1,15,0,0,0,32525.623,0,2,0,0,0,1,0,0,0,1,0,0,0,1,46854
0509578,4,2,9,5,2,49807.0004,0.3903574,1,12,0,0,1944,16302.467,0,2.5,0,0,0,0,1,0,0,0,0,1,0,1,35218.86773340108
0509579,4,2,1,4,1,94488.6004,0.6363198,1,16,0,0,0,15901.253,0,2,1,0,0,1,0,0,0,0,0,1,0,1,66813.53008766592
0509584,4,4,9,7,1,60727.0004,0.3023207,1,12,0,0,3360,32496.571,0,1.75,0,0,0,0,1,0,0,0,0,1,0,1,30363.5002
0509585,1,6,5,8,2,86249.8,0.7800379,1,15,0,0,0,23637.737,0,1.3333333333333333,0,0,0,1,0,0,0,1,0,0,0,1,35211.3334028501
0509588,4,1,8,4,1,45838.7996,0.030293,4,15,0,0,0,28128.911,0,4,0,0,0,1,0,0,0,0,0,1,0,0,45838.7996
0509602,1,2,1,6,2,86054.0004,0.6141929,1,12,0,0,0,11703.383,0,3,1,0,0,0,0,0,0,1,0,0,0,1,60849.367231069875
0509606,2,1,8,3,1,17620.9996,0.2783207,1,11,0,0,0,31803.973,0,3,0,0,0,0,0,0,0,0,1,0,0,1,17620.9996
0509612,4,2,1,6,2,39688,0.3626243,1,14,0,0,0,22402.032,0,3,1,0,0,0,0,0,0,0,0,1,0,1,28063.653931731697
0509614,1,4,3,7,3,84145.9996,0.7114732,1,16,0,0,0,27459.064,0,1.75,0,0,0,1,0,0,0,1,0,0,0,1,42072.9998
0509617,2,4,3,5,2,50473.0004,0.5519428,1,12,0,0,1674,29867.509,0,1.25,0,0,0,0,1,0,0,0,1,0,0,1,25236.5002
0509624,4,1,8,4,2,59812,0.7900273,2,16,0,0,0,42032.368,0,4,0,0,0,1,0,0,0,0,0,1,1,0,59812
0509625,4,2,7,8,1,32137.9996,0.3582043,1,14,0,0,0,31749.313,0,4,0,0,1,0,0,0,0,0,0,1,0,1,22724.99745093055
0509627,4,2,1,7,3,198576.0004,0.6108861,1,16,0,0,0,16749.148,0,3.5,1,0,0,1,0,0,0,0,0,1,0,1,140414.43646374255
0509634,2,4,3,7,3,96204.0008,0.8824552,1,16,0,0,0,32071.069,0,1.75,0,0,0,1,0,0,0,0,1,0,0,1,48102.0004
0509635,1,3,3,11,3,242138.2208,0.9969362,1,15,0,0,0,22843.506,0,3.6666666666666665,0,0,0,1,0,0,0,1,0,0,0,1,139798.56695997706
0509636,1,2,1,5,1,50220.0004,0.7256586,1,15,0,0,0,37734.688,0,2.5,1,0,0,1,0,0,0,1,0,0,0,1,35510.90283403113
0509642,1,2,9,5,1,29218.5992,0.6205841,1,15,0,0,0,43260.549,0,2.5,0,0,0,1,0,0,0,1,0,0,0,1,20660.66963109183
0509646,4,3,2,4,1,54679.5996,0.6023443,1,16,0,0,80,29955.77,0,1.3333333333333333,0,0,0,1,1,0,0,0,0,1,0,1,31569.281548240957
0509656,1,1,8,8,1,84079.9996,0.6294798,1,15,0,0,0,36789.92,0,8,0,0,0,1,0,0,0,1,0,0,0,1,84079.9996
0509657,4,2,9,3,1,57733,0.5424833,4,13,0,0,0,27194.38,0,1.5,0,0,0,0,0,0,0,0,0,1,0,0,40823.39579824294
0509666,4,1,8,3,1,23046.0004,0.1920662,4,14,0,0,0,11982.378,0,3,0,0,0,0,0,0,0,0,0,1,0,0,23046.0004
0509668,1,2,1,3,1,112503,0.926824,1,16,0,0,0,24344.57,0,1.5,1,0,0,1,0,0,0,1,0,0,0,1,79551.63420383015
0509671,2,2,1,6,1,29090.2,0.6826763,1,13,0,0,0,22740.3,0,3,1,0,0,0,0,0,0,0,1,0,0,1,20569.877686072905
0509672,4,1,8,3,1,100596,0.8652046,1,15,0,0,0,25609.965,0,3,0,0,0,1,0,0,0,0,0,1,0,1,100596
0509675,1,1,8,5,1,20420.0004,0.4215622,1,11,0,0,0,28575.929,0,5,0,0,0,0,0,0,0,1,0,0,0,1,20420.0004
0509676,1,3,3,8,2,230527.4316,0.9659516,1,13,0,0,0,23305.175,1,2.6666666666666665,0,0,0,0,0,0,0,1,0,0,0,1,133095.07468985306
0509678,1,1,8,5,2,32334,0.357038,1,13,0,0,0,30681.629,0,5,0,0,0,0,0,0,0,1,0,0,0,1,32334
0509680,1,5,5,4,2,171743.2004,0.5331158,1,12,0,0,0,40352.5,1,0.8,0,0,0,0,0,0,0,1,0,0,0,1,76805.89415355382
0509683,4,1,8,4,2,20196,0.1854772,1,11,0,0,0,29935.773,0,4,0,0,0,0,0,0,0,0,0,1,0,1,20196
0509685,4,1,8,0,1,12420,0.1314438,1,13,0,0,2400,7448.75,0,1,0,0,0,0,1,0,0,0,0,1,0,1,12420
0509686,1,1,8,6,2,44599.0004,0.4320814,1,13,0,0,0,25918.716,0,6,0,0,0,0,0,0,0,1,0,0,0,1,44599.0004
0509688,4,2,9,6,2,38156,0.1402008,1,14,3500,914,3372,32884.107,0,3,0,0,0,0,1,1,1,0,0,1,0,1,26980.366342953905
